, ,Time,StnPres,Temperature,RH,WS,WD,Precp,Holiday,target
385,210,0,1017.3,18.5,71.0,4.1,60.0,0.0,0,0
386,231,0,1014.6,19.2,80.0,3.1,50.0,0.0,0,1
387,252,0,1011.8,18.3,80.0,3.5,50.0,0.0,0,1
388,315,0,1018.2,13.7,87.0,2.8,60.0,0.2,0,1
389,336,0,1019.3,16.2,73.0,3.4,70.0,0.0,0,0
390,357,0,1018.1,19.0,78.0,1.0,230.0,0.0,0,0
391,378,0,1017.7,19.6,82.0,0.1,0.0,0.0,0,1
392,399,0,1017.9,18.0,81.0,1.5,70.0,0.0,0,1
393,462,0,1024.4,13.7,61.0,6.0,50.0,0.0,0,1
394,483,0,1025.3,14.4,64.0,3.7,80.0,0.0,0,1
395,504,0,1025.9,13.8,81.0,3.9,60.0,0.0,0,1
396,525,0,1023.7,14.6,76.0,2.8,60.0,0.0,0,1
397,672,0,1022.9,15.2,75.0,4.3,50.0,0.0,0,1
398,693,0,1019.4,16.1,70.0,4.9,60.0,0.0,0,1
399,756,0,1013.6,17.8,72.0,4.8,50.0,0.0,0,1
400,777,0,1016.5,17.0,59.0,7.0,50.0,0.0,0,1
401,798,0,1012.8,17.8,68.0,3.7,50.0,0.0,0,1
402,819,0,1015.0,15.1,80.0,2.9,310.0,0.0,0,1
403,840,0,1019.9,11.2,56.0,3.1,360.0,0.0,0,1
404,903,0,1024.1,14.9,62.0,3.2,100.0,0.0,0,1
405,924,0,1026.9,15.7,61.0,3.5,60.0,0.0,0,1
406,945,0,1025.5,15.8,60.0,3.6,50.0,0.0,0,1
407,966,0,1019.5,17.8,61.0,0.4,170.0,0.0,0,1
408,987,0,1017.8,17.4,66.0,1.2,160.0,0.0,0,1
409,1008,0,1018.7,20.3,71.0,1.9,50.0,0.0,0,1
410,1050,0,1010.6,19.5,70.0,1.7,120.0,0.0,0,0
411,1071,0,1016.7,19.3,74.0,4.8,50.0,0.0,0,0
412,1092,0,1012.5,21.4,71.0,0.2,0.0,0.0,0,0
413,1113,0,1013.1,19.5,85.0,0.7,120.0,0.0,0,0
414,1134,0,1019.9,12.9,78.0,2.5,70.0,0.0,0,1
415,1239,0,1015.4,14.8,80.0,2.9,50.0,0.0,0,0
416,1260,0,1015.6,16.0,73.0,1.0,140.0,0.0,0,0
417,1281,0,1017.5,13.4,61.0,3.9,70.0,0.0,0,1
418,1344,0,1007.1,20.0,76.0,0.6,60.0,0.0,0,0
419,1365,0,1014.1,15.0,66.0,4.0,50.0,0.0,0,0
420,1386,0,1015.4,12.7,83.0,1.8,50.0,1.0,0,1
421,1407,0,1015.7,14.5,77.0,2.9,110.0,0.0,0,0
422,1428,0,1012.1,16.8,81.0,5.0,50.0,0.0,0,1
423,1491,0,1009.7,20.6,82.0,0.4,210.0,0.0,0,0
424,1512,0,1012.7,15.0,88.0,0.7,300.0,3.6,0,0
425,1533,0,1018.4,14.8,67.0,1.7,90.0,0.0,0,0
426,1554,0,1013.5,17.1,69.0,3.5,50.0,0.0,0,0
427,1575,0,1016.2,15.9,88.0,0.8,120.0,2.0,0,1
428,1638,0,1014.0,19.4,83.0,2.7,60.0,0.0,0,0
429,1659,0,1011.5,21.4,83.0,0.7,210.0,0.0,0,0
430,1680,0,1014.8,17.6,75.0,6.2,50.0,0.0,0,0
431,1701,0,1012.9,17.6,84.0,0.9,270.0,0.6,0,0
432,1722,0,1014.9,18.3,70.0,4.6,50.0,0.0,0,1
433,1785,0,1021.9,13.5,75.0,1.1,100.0,0.0,0,0
434,1806,0,1019.0,19.0,58.0,3.6,50.0,0.0,0,0
435,1827,0,1016.1,19.9,69.0,1.9,150.0,0.0,0,0
436,1848,0,1016.7,20.0,74.0,1.1,60.0,0.0,0,0
437,1869,0,1011.2,22.1,76.0,0.4,220.0,0.0,0,1
438,1974,0,1014.4,20.6,61.0,0.6,170.0,0.0,0,0
439,1995,0,1010.8,22.3,67.0,1.5,140.0,0.0,0,0
440,2016,0,1009.5,22.9,68.0,1.6,170.0,0.0,0,1
441,2079,0,1003.9,25.4,73.0,0.9,60.0,0.0,0,1
442,2100,0,1002.1,25.8,70.0,1.4,160.0,0.0,0,1
443,2121,0,1009.3,17.6,77.0,5.7,50.0,3.1,0,1
444,2142,0,1014.8,17.7,69.0,4.4,50.0,0.0,0,1
445,2163,0,1013.0,18.5,80.0,0.9,50.0,2.2,0,1
446,2226,0,1008.9,23.6,74.0,1.4,100.0,0.0,0,0
447,2247,0,1004.5,26.0,76.0,1.1,350.0,0.0,0,0
448,2268,0,1006.0,25.9,76.0,0.0,0.0,0.0,0,0
449,2289,0,1008.3,24.3,77.0,0.7,170.0,0.0,0,0
450,2310,0,1006.0,25.4,73.0,0.5,100.0,0.0,0,1
451,2373,0,1011.6,20.0,60.0,4.0,50.0,0.0,0,0
452,2394,0,1010.7,22.0,67.0,1.5,50.0,0.0,0,0
453,2415,0,1008.7,23.6,76.0,0.3,170.0,0.0,0,0
454,2436,0,1010.7,20.2,74.0,3.4,60.0,0.0,0,1
455,2457,0,1012.8,16.0,86.0,1.5,100.0,0.0,0,1
456,2520,0,1010.3,22.1,69.0,2.0,150.0,0.0,0,0
457,2541,0,1009.3,25.3,65.0,1.5,60.0,0.0,0,0
458,2562,0,1009.3,25.1,72.0,0.9,200.0,0.0,0,0
459,2583,0,1008.7,23.9,82.0,1.5,80.0,0.0,0,0
460,2604,0,1009.2,26.5,72.0,0.5,150.0,0.0,0,1
461,2667,0,1010.9,23.5,69.0,4.3,50.0,0.0,0,0
462,2688,0,1006.8,25.4,81.0,0.7,170.0,0.0,0,0
463,2709,0,1010.3,24.4,79.0,2.5,70.0,0.0,0,0
464,2730,0,1011.0,27.1,70.0,1.5,10.0,0.0,0,0
465,2751,0,1009.3,25.8,70.0,1.6,140.0,0.0,0,1
466,2814,0,1007.4,25.9,70.0,3.3,50.0,0.0,0,0
467,2835,0,1006.8,21.6,90.0,1.4,90.0,2.0,0,0
468,2856,0,1005.4,20.4,89.0,1.6,90.0,0.5,0,0
469,2877,0,1008.5,23.2,73.0,3.8,50.0,0.0,0,1
470,2898,0,1009.0,25.0,67.0,4.0,50.0,0.0,0,1
471,2961,0,1005.4,24.2,79.0,3.2,50.0,0.0,0,0
472,2982,0,1005.5,25.7,73.0,1.6,60.0,0.0,0,0
473,3003,0,1003.2,27.1,72.0,0.8,160.0,0.0,0,0
474,3024,0,1005.9,22.9,87.0,2.2,80.0,0.0,0,0
475,3045,0,1007.3,22.4,77.0,0.9,130.0,0.0,0,1
476,3150,0,1003.7,25.0,88.0,1.1,160.0,0.0,0,0
477,3171,0,1000.1,27.9,73.0,0.2,0.0,0.0,0,0
478,3192,0,996.7,28.9,68.0,1.0,160.0,0.0,0,1
479,3213,0,1000.9,24.2,88.0,0.5,200.0,1.5,0,1
480,3255,0,1005.1,24.9,90.0,0.8,60.0,0.0,0,0
481,3276,0,1006.8,27.3,77.0,0.9,120.0,0.0,0,1
482,3297,0,1006.8,27.6,78.0,1.2,140.0,0.0,0,0
483,3318,0,1007.9,28.4,76.0,0.9,120.0,0.0,0,1
484,3339,0,1007.7,27.6,77.0,1.5,100.0,0.0,0,1
485,3402,0,1005.3,26.2,80.0,2.2,160.0,0.0,0,0
486,3423,0,1007.2,25.4,86.0,1.0,110.0,0.0,0,0
487,3444,0,1004.2,26.5,85.0,0.8,130.0,0.0,0,0
488,3465,0,1006.0,23.0,85.0,2.4,50.0,0.5,0,0
489,3486,0,1004.9,22.4,89.0,1.8,80.0,1.0,0,1
490,3549,0,1004.0,23.6,91.0,0.4,130.0,0.0,0,0
491,3570,0,1002.4,26.0,78.0,0.8,130.0,0.0,0,0
492,3591,0,1002.1,27.6,72.0,1.1,150.0,0.0,0,1
493,3612,0,1005.0,27.3,76.0,1.1,140.0,0.0,0,1
494,3633,0,1006.0,27.9,75.0,0.5,70.0,0.0,0,1
495,3696,0,1003.5,29.3,71.0,1.1,210.0,0.0,0,0
496,3717,0,1006.2,28.3,71.0,0.9,330.0,0.0,0,0
497,3738,0,1007.4,27.9,72.0,0.9,140.0,0.0,0,0
498,3759,0,1008.2,28.6,65.0,1.2,180.0,0.0,0,1
499,3780,0,1006.8,28.5,69.0,0.9,180.0,0.0,0,1
500,3843,0,1005.0,28.2,70.0,0.8,170.0,0.0,0,0
501,3864,0,1006.3,27.2,71.0,0.8,140.0,0.0,0,0
502,3885,0,1007.6,26.5,74.0,1.4,180.0,0.0,0,1
503,3906,0,1009.0,28.8,65.0,1.4,190.0,0.0,0,1
504,3927,0,1007.6,28.9,64.0,0.7,260.0,0.0,0,1
505,3990,0,1006.4,27.0,75.0,1.2,150.0,0.0,0,0
506,4011,0,1006.4,28.3,75.0,0.6,90.0,0.0,0,0
507,4032,0,1009.4,28.2,72.0,0.7,180.0,0.0,0,0
508,4053,0,1007.7,28.8,70.0,1.1,170.0,0.0,0,1
509,4074,0,1005.8,29.0,65.0,2.5,160.0,0.0,0,1
510,4137,0,1007.5,30.8,61.0,0.8,250.0,0.0,0,0
511,4158,0,1009.8,29.6,62.0,1.5,130.0,0.0,0,0
512,4179,0,1009.2,30.0,66.0,0.7,230.0,0.0,0,0
513,4200,0,1005.9,29.9,61.0,1.7,220.0,0.0,0,0
514,4221,0,1006.8,29.4,61.0,1.4,150.0,0.0,0,1
515,4284,0,1003.4,28.8,66.0,1.0,160.0,0.0,0,0
516,4305,0,1002.1,29.8,62.0,2.1,150.0,0.0,0,0
517,4326,0,1002.2,30.6,59.0,0.6,230.0,0.0,0,0
518,4347,0,1001.5,28.5,63.0,1.8,210.0,0.0,0,0
519,4368,0,1001.9,29.4,63.0,3.3,50.0,0.0,0,1
520,4431,0,988.4,30.3,65.0,7.5,90.0,0.0,0,0
521,4452,0,998.9,27.4,76.0,1.9,130.0,0.0,0,0
522,4473,0,1001.8,29.2,73.0,1.5,230.0,0.0,0,0
523,4494,0,1000.6,26.8,84.0,1.2,120.0,0.0,0,0
524,4515,0,1000.4,27.7,85.0,1.1,170.0,0.0,0,1
525,4578,0,999.8,30.5,70.0,1.1,170.0,0.0,0,0
526,4599,0,1002.7,31.0,68.0,1.9,230.0,0.0,0,0
527,4620,0,1001.3,30.2,70.0,1.1,130.0,0.0,0,0
528,4641,0,1001.4,30.8,62.0,2.5,240.0,0.0,0,1
529,4662,0,1002.9,30.8,64.0,0.9,150.0,0.0,0,1
530,4725,0,1005.2,30.6,69.0,1.2,240.0,0.0,0,0
531,4746,0,1004.9,30.6,63.0,1.4,250.0,0.0,0,0
532,4767,0,1004.7,31.0,62.0,1.5,210.0,0.0,0,0
533,4788,0,1005.9,29.9,67.0,1.4,180.0,0.0,0,0
534,4809,0,1007.6,29.6,70.0,0.7,200.0,0.0,0,1
535,4872,0,1002.2,29.5,67.0,2.4,50.0,0.0,0,0
536,4893,0,997.4,28.3,78.0,3.8,50.0,0.2,0,0
537,4914,0,1001.7,30.3,61.0,3.7,80.0,0.0,0,0
538,4935,0,1007.0,28.4,75.0,1.4,130.0,0.0,0,1
539,4956,0,1007.0,27.8,79.0,1.5,140.0,0.0,0,1
540,5019,0,1010.1,26.4,83.0,0.9,130.0,0.0,0,1
541,5040,0,1006.7,29.1,65.0,3.0,50.0,0.0,0,0
542,5061,0,1005.9,29.7,66.0,1.9,50.0,0.0,0,0
543,5082,0,1003.9,29.4,68.0,4.1,50.0,0.0,0,0
544,5103,0,1003.1,27.8,76.0,4.7,40.0,0.6,0,1
545,5166,0,1007.3,25.0,88.0,0.0,0.0,2.5,0,0
546,5187,0,1007.2,28.4,76.0,1.0,190.0,0.0,0,0
547,5208,0,1004.3,29.3,67.0,2.8,80.0,0.0,0,0
548,5229,0,1003.8,30.3,67.0,1.8,260.0,0.0,0,0
549,5250,0,1006.5,30.2,72.0,1.7,240.0,0.0,0,1
550,5313,0,1006.9,27.8,68.0,2.1,140.0,0.0,0,0
551,5334,0,1006.7,29.2,65.0,1.6,40.0,0.0,0,0
552,5355,0,1007.2,26.8,78.0,0.6,90.0,5.0,0,0
553,5376,0,1005.5,27.2,68.0,2.7,290.0,0.0,0,0
554,5397,0,1004.1,28.2,59.0,2.0,240.0,0.0,0,1
555,5460,0,1007.4,25.3,62.0,2.0,80.0,0.0,0,0
556,5481,0,1006.9,26.3,61.0,2.6,70.0,0.0,0,0
557,5502,0,1007.0,28.6,63.0,0.8,130.0,0.0,0,0
558,5523,0,1005.4,30.3,60.0,1.4,160.0,0.0,0,0
559,5544,0,1006.3,29.3,62.0,1.6,140.0,0.0,0,1
560,5607,0,1008.7,29.0,59.0,1.4,130.0,0.0,0,0
561,5628,0,1007.1,29.4,63.0,1.6,150.0,0.0,0,0
562,5649,0,1006.5,29.8,59.0,1.6,160.0,0.0,0,0
563,5670,0,1006.0,30.0,57.0,1.2,160.0,0.0,0,0
564,5691,0,1009.7,28.1,67.0,2.0,50.0,0.0,0,1
565,5712,0,1011.8,27.6,72.0,3.2,50.0,0.0,0,1
566,5754,0,1008.2,29.8,65.0,1.2,180.0,0.0,0,0
567,5775,0,1008.8,29.3,70.0,0.9,110.0,0.0,0,1
568,5817,0,1012.6,25.5,81.0,3.7,60.0,0.0,0,0
569,5838,0,1010.7,27.6,77.0,4.1,50.0,0.0,0,1
570,5943,0,1008.6,29.3,68.0,6.0,40.0,0.0,0,0
571,5964,0,1009.8,24.8,86.0,3.7,50.0,2.5,0,0
572,5985,0,1007.7,25.6,84.0,4.5,50.0,0.6,0,1
573,6048,0,1006.7,25.4,92.0,0.9,200.0,0.0,0,0
574,6069,0,1009.5,26.8,80.0,3.4,40.0,0.0,0,0
575,6090,0,1010.5,25.4,80.0,2.6,70.0,0.0,0,0
576,6111,0,1009.6,24.0,85.0,2.5,70.0,0.2,0,0
577,6132,0,1008.0,23.3,86.0,3.5,60.0,2.5,0,1
578,6195,0,1011.0,19.8,62.0,1.0,150.0,0.0,0,0
579,6216,0,1015.3,21.0,69.0,1.0,150.0,0.0,0,1
580,6237,0,1017.1,22.1,65.0,3.4,80.0,0.0,0,1
581,6258,0,1014.6,21.7,65.0,1.9,110.0,0.0,0,1
582,6279,0,1011.3,22.6,62.0,1.5,50.0,0.0,0,1
583,6342,0,1019.6,22.7,56.0,3.0,50.0,0.0,0,0
584,6363,0,1019.1,20.2,70.0,2.9,50.0,0.0,0,0
585,6384,0,1015.6,20.7,82.0,1.8,60.0,0.1,0,0
586,6405,0,1011.5,24.0,81.0,1.7,80.0,0.0,0,0
587,6426,0,1011.0,25.0,79.0,0.0,0.0,0.0,0,1
588,6489,0,1014.9,22.0,77.0,3.9,40.0,0.0,0,0
589,6510,0,1011.0,26.1,75.0,3.8,40.0,0.0,0,1
590,6531,0,1013.4,24.5,77.0,0.9,270.0,0.0,0,1
591,6552,0,1013.8,22.8,80.0,3.5,50.0,0.0,0,1
592,6573,0,1011.3,24.7,73.0,5.6,50.0,0.0,0,1
593,6636,0,1011.5,21.7,82.0,2.5,50.0,1.5,0,1
594,6657,0,1009.2,23.1,76.0,2.8,50.0,0.0,0,1
595,6678,0,1012.5,22.3,76.0,2.2,80.0,0.0,0,1
596,6699,0,1012.6,23.5,77.0,3.1,60.0,0.0,0,1
597,6720,0,1009.5,24.6,75.0,1.1,210.0,0.0,0,1
598,6783,0,1016.1,18.1,86.0,2.7,50.0,2.5,0,1
599,6804,0,1016.9,18.6,84.0,3.5,50.0,1.0,0,1
600,6825,0,1011.3,22.1,85.0,1.0,240.0,0.0,0,1
601,6846,0,1016.0,17.9,83.0,0.8,160.0,0.0,0,1
602,6867,0,1018.7,18.0,70.0,2.4,60.0,0.0,0,1
603,6930,0,1017.3,20.0,84.0,2.2,80.0,0.4,0,0
604,6951,0,1013.1,23.3,76.0,4.5,50.0,0.0,0,0
605,6972,0,1012.8,25.8,72.0,4.3,50.0,0.0,0,0
606,6993,0,1012.9,23.7,80.0,0.5,330.0,0.0,0,1
607,7014,0,1016.9,19.6,79.0,3.6,50.0,0.0,0,1
608,7077,0,1015.1,20.4,74.0,1.2,10.0,0.0,0,0
609,7098,0,1017.4,18.6,61.0,2.2,50.0,0.0,0,0
610,7119,0,1016.7,16.6,59.0,3.3,70.0,0.0,0,0
611,7140,0,1016.0,16.6,85.0,2.5,120.0,0.3,0,0
612,7161,0,1015.8,16.5,87.0,1.5,80.0,1.4,0,1
613,7224,0,1015.9,18.9,68.0,3.8,50.0,0.0,0,0
614,7245,0,1016.4,18.2,60.0,4.2,70.0,0.0,0,0
615,7266,0,1016.3,17.2,86.0,3.0,70.0,0.2,0,0
616,7287,0,1017.9,16.2,83.0,3.9,60.0,0.0,0,1
617,7308,0,1015.5,19.1,83.0,4.4,50.0,0.0,0,1
618,7371,0,1022.1,14.3,79.0,2.5,70.0,0.1,0,0
619,7392,0,1022.0,14.8,87.0,3.2,60.0,0.0,0,1
620,7413,0,1024.9,15.0,82.0,2.0,70.0,0.0,0,1
621,7434,0,1026.5,15.4,59.0,2.0,70.0,0.0,0,1
622,7455,0,1020.8,17.4,60.0,4.6,50.0,0.0,0,1
623,7518,0,1018.1,18.2,58.0,4.1,40.0,0.0,0,1
624,7539,0,1017.3,17.7,62.0,5.1,50.0,0.0,0,1
625,7560,0,1019.6,17.9,66.0,4.9,70.0,0.0,0,1
626,7581,0,1018.3,19.1,69.0,2.9,60.0,0.0,0,1
627,7602,0,1017.2,18.8,88.0,2.0,80.0,0.3,0,1
628,21,0,1018.2,18.2,75.0,4.3,50.0,0.0,0,1
629,42,0,1015.4,20.6,66.0,3.4,50.0,0.0,0,0
630,63,0,1014.7,20.7,72.0,2.7,60.0,0.0,0,1
631,84,0,1012.1,18.3,87.0,0.6,310.0,0.0,0,1
632,147,0,1009.2,18.2,94.0,0.8,330.0,0.2,0,0
633,168,0,1017.1,13.4,94.0,2.0,90.0,3.7,0,0
634,189,0,1021.5,10.8,88.0,1.9,140.0,0.0,0,1
635,210,0,1023.8,10.2,71.0,0.9,160.0,0.0,0,0
636,231,0,1026.8,10.0,67.0,1.3,140.0,0.0,0,1
637,294,0,1016.5,16.6,72.0,3.0,50.0,0.0,0,0
638,315,0,1012.2,17.6,79.0,0.7,200.0,0.0,0,0
639,336,0,1009.7,18.4,71.0,2.2,150.0,0.0,0,0
640,357,0,1012.9,19.8,85.0,4.5,50.0,0.0,0,1
641,378,0,1014.6,20.0,89.0,2.0,90.0,0.0,0,1
642,441,0,1009.7,20.0,87.0,0.1,0.0,0.0,0,0
643,462,0,1013.2,17.4,72.0,3.8,60.0,0.0,0,0
644,483,0,1014.2,16.8,84.0,5.3,50.0,0.0,0,0
645,504,0,1014.6,15.8,85.0,3.9,50.0,0.0,0,1
646,525,0,1014.3,17.6,86.0,3.7,60.0,0.0,0,1
647,588,0,1015.9,14.3,88.0,2.3,60.0,0.0,0,0
648,609,0,1019.3,11.5,91.0,3.7,50.0,0.5,0,0
649,630,0,1017.3,14.1,94.0,1.6,70.0,1.1,0,0
650,651,0,1019.6,12.6,90.0,2.3,10.0,1.2,0,1
651,672,0,1020.1,12.7,91.0,1.7,60.0,0.7,0,1
652,735,0,1024.0,8.5,95.0,1.0,60.0,1.5,0,1
653,756,0,1024.0,8.5,91.0,1.8,150.0,0.0,0,1
654,777,0,1020.8,11.7,60.0,2.4,80.0,0.0,0,1
655,798,0,1018.3,11.7,94.0,1.3,70.0,1.6,0,1
656,819,0,1014.7,13.2,91.0,4.6,50.0,0.5,0,1
657,882,0,1024.1,12.8,66.0,2.8,70.0,0.0,0,1
658,903,0,1024.0,13.0,57.0,2.4,50.0,0.0,0,1
659,924,0,1018.5,16.6,64.0,1.3,70.0,0.0,0,1
660,1071,0,1011.8,17.4,85.0,0.6,250.0,0.0,0,1
661,1092,0,1014.3,16.3,82.0,3.4,60.0,0.0,0,1
662,1113,0,1018.1,14.2,88.0,2.7,50.0,0.5,0,1
663,1176,0,1018.7,15.2,89.0,2.2,100.0,0.1,0,1
664,1197,0,1016.2,17.6,71.0,4.4,50.0,0.0,0,1
665,1239,0,1011.4,22.5,58.0,4.2,60.0,0.0,0,1
666,1260,0,1009.7,22.8,60.0,1.4,50.0,0.0,0,0
667,1323,0,1009.8,24.1,72.0,1.2,150.0,0.0,0,1
668,1344,0,1007.5,23.9,76.0,1.4,170.0,0.0,0,1
669,1365,0,1021.3,15.0,74.0,1.5,110.0,0.0,0,1
670,1386,0,1020.3,15.5,55.0,2.8,50.0,0.0,0,0
671,1407,0,1016.1,18.4,64.0,2.0,120.0,0.0,0,0
672,1470,0,1007.7,24.9,78.0,0.8,190.0,0.0,0,0
673,1491,0,1009.4,23.3,92.0,0.7,150.0,0.0,0,1
674,1512,0,1008.6,25.5,78.0,0.8,140.0,0.0,0,1
675,1533,0,1007.8,25.5,85.0,1.1,80.0,0.0,0,1
676,1554,0,1013.9,19.0,65.0,3.5,50.0,0.0,0,0
677,1617,0,1011.5,20.3,68.0,3.3,80.0,0.0,0,1
678,1638,0,1011.7,22.9,64.0,3.5,80.0,0.0,0,1
679,1659,0,1010.9,24.2,65.0,2.2,130.0,0.0,0,1
680,1680,0,1009.6,24.6,71.0,0.5,230.0,0.0,0,1
681,1701,0,1007.4,25.9,69.0,1.4,180.0,0.0,0,0
682,1764,0,1010.9,20.3,63.0,4.2,120.0,0.0,0,1
683,1785,0,1010.6,21.9,68.0,0.7,220.0,0.0,0,1
684,1806,0,1013.3,23.1,68.0,5.0,80.0,0.0,0,1
685,1827,0,1010.3,23.2,70.0,0.4,80.0,0.0,0,1
686,1848,0,1009.1,25.1,75.0,1.4,170.0,0.0,0,1
687,1869,0,1009.7,25.5,74.0,0.8,170.0,0.0,0,0
688,1911,0,1009.8,26.0,73.0,4.7,80.0,0.0,0,0
689,1932,0,1014.1,21.8,62.0,4.4,80.0,0.0,0,1
690,2058,0,1014.9,21.8,62.0,3.9,80.0,0.0,0,1
691,2079,0,1012.3,22.6,65.0,4.5,70.0,0.0,0,1
692,2100,0,1009.4,24.3,63.0,1.6,170.0,0.0,0,1
693,2121,0,1007.4,25.8,72.0,1.5,180.0,0.0,0,0
694,2142,0,1007.2,26.6,71.0,1.0,160.0,0.0,0,0
695,2205,0,1004.8,28.1,74.0,0.5,120.0,0.0,0,0
696,2226,0,1003.5,28.8,70.0,0.9,210.0,0.0,0,1
697,2247,0,1004.0,28.8,70.0,1.2,240.0,0.0,0,1
698,2268,0,1005.4,27.4,73.0,0.3,160.0,0.0,0,1
699,2289,0,1007.7,28.6,68.0,1.1,320.0,0.0,0,0
700,2352,0,1007.7,23.9,66.0,3.0,80.0,0.0,0,1
701,2373,0,1005.7,27.1,68.0,1.2,180.0,0.0,0,1
702,2394,0,1002.5,28.1,70.0,0.4,170.0,0.0,0,1
703,2415,0,1005.0,28.3,70.0,1.2,180.0,0.0,0,1
704,2436,0,1005.5,29.3,68.0,1.6,150.0,0.0,0,0
705,2499,0,1006.9,27.7,71.0,3.2,190.0,0.0,0,0
706,2520,0,1007.9,27.6,70.0,2.0,110.0,0.0,0,1
707,2541,0,1009.5,23.1,70.0,3.4,80.0,0.0,0,1
708,2562,0,1006.9,25.2,77.0,3.5,80.0,0.0,0,0
709,2583,0,1005.9,26.0,76.0,2.3,110.0,0.0,0,0
710,2646,0,1005.2,26.5,85.0,3.5,90.0,0.0,0,1
711,2667,0,1003.4,28.3,75.0,4.2,70.0,0.0,0,1
712,2688,0,999.4,27.7,74.0,4.2,80.0,0.0,0,1
713,2709,0,997.5,27.3,71.0,2.2,110.0,0.0,0,1
714,2730,0,997.1,26.4,83.0,1.8,100.0,0.0,0,0
715,2793,0,995.6,25.5,69.0,4.3,80.0,0.0,0,0
716,2814,0,995.5,24.5,81.0,3.8,80.0,0.1,0,1
717,2835,0,1001.1,24.6,81.0,1.2,170.0,0.1,0,1
718,2856,0,1002.2,25.8,76.0,3.2,80.0,0.0,0,1
719,2877,0,1000.7,28.0,70.0,1.5,190.0,0.0,0,0
720,2940,0,1002.9,30.0,58.0,1.3,300.0,0.0,0,0
721,2961,0,1004.3,26.6,89.0,0.9,140.0,0.0,0,1
722,2982,0,1004.9,27.2,80.0,0.9,180.0,0.0,0,1
723,3003,0,1005.9,27.3,78.0,1.4,190.0,0.0,0,0
724,3024,0,1007.4,28.4,78.0,1.1,160.0,0.0,0,0
725,3087,0,1005.2,28.9,68.0,1.3,190.0,0.0,0,1
726,3108,0,1001.4,28.5,70.0,1.4,200.0,0.0,0,1
727,3129,0,1000.1,27.6,74.0,1.1,140.0,0.0,0,1
728,3150,0,1001.8,27.1,68.0,0.5,160.0,0.0,0,1
729,3171,0,999.3,29.7,65.0,1.8,290.0,0.0,0,1
730,3234,0,997.7,29.7,63.0,1.6,180.0,0.0,0,1
731,3255,0,999.0,28.9,66.0,1.6,160.0,0.0,0,1
732,3276,0,1000.8,28.9,67.0,1.0,200.0,0.0,0,1
733,3297,0,1002.6,26.5,79.0,1.4,190.0,0.0,0,1
734,3318,0,1004.1,28.7,66.0,2.0,150.0,0.0,0,1
735,3381,0,1002.6,28.2,75.0,1.0,200.0,0.0,0,0
736,3402,0,1003.7,29.7,61.0,3.1,150.0,0.0,0,1
737,3423,0,1003.7,29.5,61.0,3.4,130.0,0.0,0,1
738,3444,0,1003.3,29.4,58.0,4.8,100.0,0.0,0,0
739,3465,0,1002.9,28.6,67.0,4.6,80.0,0.0,0,0
740,3549,0,1002.3,28.3,77.0,3.6,70.0,0.0,0,1
741,3570,0,999.8,28.8,72.0,2.8,90.0,0.0,0,1
742,3591,0,996.8,26.7,87.0,0.9,180.0,0.0,0,0
743,3612,0,998.4,28.8,71.0,0.5,270.0,0.0,0,0
744,3675,0,1003.9,28.4,73.0,0.9,160.0,0.0,0,0
745,3696,0,1003.1,29.4,69.0,0.9,120.0,0.0,0,1
746,3717,0,1004.2,27.9,70.0,1.9,180.0,0.0,0,1
747,3738,0,1003.0,29.6,72.0,0.4,220.0,0.0,0,1
748,3759,0,1002.3,30.2,70.0,1.1,260.0,0.0,0,0
749,3822,0,999.4,30.9,71.0,2.0,290.0,0.0,0,0
750,3843,0,999.0,30.4,65.0,1.8,240.0,0.0,0,1
751,3864,0,1001.7,27.1,79.0,1.8,170.0,0.0,0,1
752,3885,0,1003.3,28.4,72.0,1.4,160.0,0.0,0,0
753,3906,0,1003.0,29.6,67.0,1.2,220.0,0.0,0,0
754,3969,0,1001.9,28.6,67.0,2.5,70.0,0.0,0,1
755,3990,0,1001.6,28.6,68.0,0.8,120.0,0.0,0,1
756,4011,0,999.9,29.2,68.0,1.6,180.0,0.0,0,1
757,4032,0,995.7,29.2,73.0,1.4,180.0,0.0,0,1
758,4053,0,993.8,28.4,72.0,1.4,180.0,0.0,0,0
759,4116,0,998.5,28.5,72.0,0.6,190.0,0.0,0,0
760,4137,0,996.1,30.0,64.0,0.8,260.0,0.0,0,1
761,4158,0,998.6,27.2,79.0,1.4,190.0,0.0,0,1
762,4179,0,999.9,27.8,77.0,0.7,220.0,0.0,0,1
763,4200,0,1001.8,27.3,77.0,1.1,220.0,0.0,0,0
764,4263,0,994.2,29.6,67.0,3.3,90.0,0.0,0,0
765,4284,0,993.3,28.7,73.0,2.7,90.0,0.0,0,1
766,4305,0,994.9,27.5,77.0,1.3,230.0,0.0,0,1
767,4326,0,996.0,29.5,65.0,2.7,140.0,0.0,0,1
768,4347,0,999.6,27.5,77.0,0.2,0.0,0.0,0,0
769,4410,0,1005.7,25.5,86.0,1.5,130.0,0.0,0,0
770,4431,0,1009.4,24.5,89.0,0.7,200.0,0.0,0,1
771,4452,0,1009.3,25.8,79.0,2.3,190.0,0.0,0,1
772,4473,0,1006.2,25.8,81.0,1.6,190.0,0.0,0,0
773,4494,0,1003.6,26.6,73.0,2.6,190.0,0.0,0,0
774,4557,0,1003.3,28.9,69.0,0.3,190.0,0.0,0,0
